code,mark,id
orgo,58,853
geometry,24,2458
softdev,74,2417
ai,74,1958
systems,70,1455
bio,16,1264
softdev,72,248
softdev,14,1547
bio,28,2690
ceramics,29,2828
ethics,77,918
ai,74,1845
orgo,73,615
ethics,72,2656
greatbooks,71,3064
geometry,68,387
ceramics,46,3211
ai,75,19
systems,96,538
ai,89,2756
greatbooks,57,1007
greatbooks,91,1225
orgo,74,515
ai,18,635
european cinema,75,1181
european cinema,37,1324
softdev,4,2707
geometry,82,442
ethics,38,1784
systems,85,1389
orgo,42,2229
orgo,3,3199
systems,55,566
softdev,1,2341
ai,52,1796
ethics,14,1172
ceramics,62,3237
bio,97,2608
softdev,66,2162
bio,19,547
bio,99,1869
european cinema,97,544
geometry,55,1871
orgo,36,1585
ai,45,1879
softdev,31,2196
ethics,3,838
orgo,8,1661
softdev,88,661
bio,10,2630
greatbooks,73,116
systems,83,744
bio,89,2305
orgo,88,796
greatbooks,68,640
european cinema,63,488
ai,56,1216
european cinema,45,2987
softdev,37,1517
bio,59,220
european cinema,88,2179
systems,13,540
ethics,25,2265
softdev,97,903
systems,11,2089
systems,54,81
softdev,54,2650
orgo,43,2056
bio,64,628
geometry,32,3258
ai,24,3024
systems,86,1151
geometry,25,2212
ceramics,50,1851
european cinema,38,95
systems,95,1239
greatbooks,56,3185
systems,80,2048
systems,24,1658
softdev,55,2247
european cinema,37,2016
orgo,77,1064
bio,28,1423
systems,90,2106
geometry,24,3177
softdev,56,476
geometry,13,1173
ai,71,2982
systems,43,2197
greatbooks,79,3059
greatbooks,17,869
softdev,5,1520
bio,91,2520
geometry,59,1195
european cinema,18,2254
ethics,20,744
geometry,41,717
greatbooks,81,2579
ceramics,23,1077
ceramics,81,1791
ethics,52,3186
european cinema,86,2092
european cinema,59,312
softdev,31,972
ethics,81,3120
systems,14,2698
ethics,52,33
european cinema,100,93
bio,32,2149
orgo,18,2447
greatbooks,41,1694
ceramics,40,1920
bio,23,71
systems,14,2341
ceramics,42,3290
bio,14,2555
bio,13,8
bio,87,730
bio,14,3231
ceramics,25,2003
european cinema,70,2910
ai,77,2794
european cinema,50,819
bio,27,3021
bio,33,2229
ai,72,2597
ceramics,36,2670
orgo,26,3243
softdev,95,1181
european cinema,21,2591
european cinema,86,1129
systems,49,2803
ai,3,1057
greatbooks,63,1209
bio,54,15
ai,99,312
ai,31,3192
ceramics,56,2797
ceramics,25,2581
geometry,89,1977
systems,35,402
systems,89,1281
geometry,81,608
bio,69,2869
greatbooks,66,315
softdev,8,47
ceramics,42,1372
systems,59,246
softdev,63,1703
geometry,5,1353
ethics,93,1327
ethics,21,87
ethics,49,2271
orgo,62,461
ceramics,3,492
ethics,14,856
geometry,90,1111
ai,40,1221
ai,0,2052
ceramics,19,394
ceramics,59,1355
orgo,29,1067
ethics,66,2771
ceramics,91,550
ceramics,20,2498
systems,24,1727
geometry,75,2546
ceramics,73,1048
softdev,82,347
ethics,68,168
systems,12,1676
geometry,79,2457
orgo,69,730
systems,85,1370
systems,95,3210
european cinema,12,2740
european cinema,93,2555
systems,94,2553
european cinema,80,1780
systems,6,1207
ceramics,14,1700
ethics,29,2422
geometry,27,1957
ceramics,61,2077
systems,31,1786
ceramics,92,1597
greatbooks,29,1950
greatbooks,21,1868
greatbooks,22,1785
ai,58,2619
systems,38,2572
softdev,25,2369
greatbooks,20,189
ai,96,1989
softdev,72,2459
systems,22,1492
orgo,76,2129
ceramics,31,861
bio,64,425
ethics,98,1164
systems,57,1580
ethics,56,72
european cinema,60,224
orgo,40,1972
geometry,79,2099
ethics,76,889
ceramics,80,1863
softdev,88,2496
ethics,17,1730
geometry,58,1999
systems,11,2892
bio,56,479
greatbooks,50,1269
greatbooks,89,2231
ethics,100,2385
softdev,23,697
ceramics,72,1161
ai,72,1497
greatbooks,88,827
ceramics,25,802
softdev,4,50
greatbooks,49,543
softdev,46,860
ai,79,1468
ai,45,117
ceramics,73,720
ethics,86,1899
geometry,56,899
bio,69,564
ceramics,19,2857
ceramics,55,2366
ethics,30,655
orgo,18,2678
orgo,45,1765
greatbooks,94,3287
ceramics,52,2047
softdev,96,2594
geometry,67,3236
orgo,25,1984
systems,0,600
european cinema,4,3021
ethics,76,2293
greatbooks,93,1310
european cinema,59,82
systems,64,2576
orgo,29,69
geometry,56,3141
orgo,37,2535
bio,68,1770
european cinema,8,737
greatbooks,34,1008
european cinema,74,548
european cinema,20,801
ai,89,1491
geometry,30,449
systems,16,2315
greatbooks,43,2061
ethics,2,1123
ethics,56,2105
ethics,98,240
softdev,40,603
greatbooks,51,2791
geometry,92,2541
bio,53,2698
bio,50,1943
softdev,64,3262
european cinema,15,1554
orgo,24,95
softdev,85,2904
ai,33,2131
systems,70,1286
ceramics,2,1826
ethics,97,48
geometry,15,2487
systems,10,486
orgo,86,2280
bio,9,859
ai,1,1171
european cinema,7,2035
ai,86,281
ai,18,352
softdev,99,2109
european cinema,59,418
geometry,5,113
orgo,40,1875
systems,96,2358
systems,88,611
systems,94,670
geometry,84,1079
ethics,23,1474
systems,30,2411
softdev,96,3140
european cinema,44,623
bio,94,898
softdev,35,1808
ethics,94,252
ethics,19,2359
softdev,59,503
softdev,68,1579
orgo,83,1681
european cinema,88,1569
greatbooks,67,2472
ceramics,21,2745
orgo,61,562
systems,8,666
orgo,67,1433
bio,36,2007
bio,8,2457
greatbooks,1,765
systems,51,2903
bio,81,395
bio,31,347
softdev,56,1380
bio,12,3043
bio,55,1052
ai,44,2845
softdev,70,2801
orgo,83,1156
greatbooks,56,1033
ceramics,17,2029
systems,70,210
softdev,14,109
softdev,61,2387
softdev,15,2677
european cinema,31,2573
ai,90,1814
european cinema,100,1729
ai,26,633
ethics,12,967
orgo,39,1776
softdev,56,2656
softdev,4,889
orgo,68,1873
greatbooks,51,1234
ethics,22,1129
softdev,68,2539
ethics,63,313
ceramics,47,1288
european cinema,23,629
greatbooks,15,2166
greatbooks,92,386
bio,65,2225
geometry,1,986
ceramics,96,1766
softdev,90,193
softdev,0,2740
bio,52,2722
bio,61,2669
orgo,53,785
systems,62,412
ai,64,698
geometry,48,970
ethics,90,389
ethics,7,1622
softdev,2,2889
bio,94,1876
systems,19,1152
ai,70,1006
bio,85,1492
systems,47,2293
softdev,64,2664
softdev,39,630
european cinema,51,1798
greatbooks,76,2283
european cinema,26,1012
ceramics,5,68
orgo,3,64
systems,95,1714
european cinema,62,2391
greatbooks,16,2601
european cinema,31,570
softdev,43,1846
greatbooks,4,2385
european cinema,78,971
greatbooks,32,2795
geometry,27,270
bio,51,2026
greatbooks,23,970
orgo,98,3019
systems,33,1339
systems,44,1530
greatbooks,44,3005
ceramics,7,1970
ethics,64,1089
ai,26,1646
geometry,59,2894
european cinema,5,316
orgo,87,3197
ethics,81,2472
ethics,75,1137
systems,53,2095
ethics,18,963
softdev,27,2463
ethics,25,2762
ethics,24,1479
european cinema,9,1579
greatbooks,16,1663
european cinema,85,1073
european cinema,36,2128
orgo,72,2477
greatbooks,86,3286
systems,9,1133
bio,7,1364
ceramics,0,1950
softdev,22,68
geometry,57,342
greatbooks,1,2670
bio,91,729
ai,42,2514
greatbooks,18,1038
greatbooks,69,371
bio,0,2121
systems,97,856
softdev,64,1909
geometry,19,705
greatbooks,71,529
ai,71,3047
geometry,58,563
ethics,33,3226
softdev,48,1736
ai,74,1809
orgo,49,41
ceramics,65,402
ai,48,2735
orgo,72,1774
ai,63,1700
european cinema,67,3115
orgo,39,418
greatbooks,37,1942
bio,26,2983
bio,51,672
geometry,85,2422
ceramics,54,499
geometry,15,637
european cinema,45,517
ethics,31,698
bio,33,17
european cinema,25,2060
systems,50,3181
european cinema,84,3210
ai,17,2033
systems,18,1167
ai,80,957
geometry,92,774
systems,49,1247
greatbooks,90,3293
geometry,93,888
ai,91,1781
ethics,39,3097
bio,82,3156
systems,28,909
systems,27,2641
softdev,85,1952
ai,75,1897
greatbooks,46,1873
european cinema,68,1388
geometry,98,1045
orgo,88,294
orgo,86,550
systems,70,1506
ai,19,2098
ai,93,3219
orgo,10,772
bio,28,2952
systems,32,451
orgo,86,3083
geometry,95,20
greatbooks,24,2854
european cinema,52,1783
softdev,52,1336
ceramics,72,450
ai,46,538
bio,43,1807
ai,76,2207
softdev,20,1848
geometry,59,1928
softdev,15,3275
ai,46,2360
orgo,85,2004
systems,74,2151
ceramics,14,2086
ceramics,57,2305
ethics,17,350
geometry,83,1805
european cinema,54,1786
orgo,38,1138
greatbooks,43,2913
softdev,40,1180
ai,82,1710
bio,20,2336
geometry,27,635
softdev,66,2654
ai,23,1188
orgo,24,1279
orgo,21,933
ethics,47,1178
european cinema,58,2812
ai,70,340
ai,36,1065
greatbooks,89,1850
european cinema,2,2207
ai,93,214
orgo,40,1465
ethics,67,2256
european cinema,40,1685
european cinema,32,2234
ai,40,759
geometry,61,1894
softdev,21,1075
greatbooks,53,3160
greatbooks,77,115
ceramics,77,974
ai,79,1480
european cinema,2,3110
orgo,59,920
european cinema,16,168
european cinema,49,67
ceramics,94,390
orgo,32,886
geometry,95,622
european cinema,42,2257
softdev,86,2872
orgo,7,1210
geometry,61,415
bio,31,1357
ceramics,46,2121
ceramics,70,3194
geometry,54,1438
softdev,83,512
greatbooks,9,2338
ceramics,88,663
greatbooks,87,2396
bio,91,6
systems,33,1614
systems,34,155
european cinema,66,902
systems,8,2484
orgo,76,1539
geometry,47,508
systems,72,760
ethics,12,1110
geometry,8,1404
systems,41,2902
greatbooks,8,593
ethics,88,2978
european cinema,7,2530
ceramics,70,101
greatbooks,12,1383
ai,100,474
greatbooks,22,2712
geometry,11,246
systems,29,3122
european cinema,43,1197
ethics,57,1482
ai,5,1725
orgo,80,2920
ai,69,955
ai,50,1962
european cinema,12,2270
greatbooks,60,7
ethics,77,2560
ethics,6,3256
orgo,40,1392
greatbooks,47,2511
greatbooks,95,2893
softdev,45,1875
bio,1,130
ai,14,2331
european cinema,28,2992
european cinema,93,762
ceramics,19,2920
geometry,47,126
european cinema,45,430
bio,83,1336
ethics,50,76
geometry,54,907
european cinema,76,2534
geometry,81,2620
orgo,64,578
systems,49,3269
ethics,86,2884
orgo,35,2019
softdev,58,2986
softdev,7,888
systems,91,795
ai,55,76
geometry,68,53
ai,42,1283
ceramics,0,1134
softdev,90,1084
softdev,60,989
orgo,17,641
bio,64,1076
greatbooks,32,2026
greatbooks,3,1382
geometry,45,1057
geometry,62,3246
ai,1,2565
greatbooks,39,3191
ai,43,1236
ai,26,1638
geometry,52,1005
systems,13,514
systems,9,2010
systems,83,860
ai,30,2422
greatbooks,65,3153
european cinema,51,2001
orgo,94,1106
orgo,21,2815
orgo,39,687
ethics,93,3178
greatbooks,23,2069
softdev,66,317
european cinema,83,2075
orgo,10,2088
geometry,74,3220
ethics,85,1210
bio,2,41
ai,4,1018
greatbooks,7,451
orgo,96,2327
european cinema,34,1352
ceramics,39,3183
european cinema,3,2617
orgo,20,3155
bio,22,717
orgo,77,955
geometry,70,492
geometry,25,1807
ai,76,2809
systems,38,298
greatbooks,32,1401
bio,2,650
systems,51,239
ai,23,1219
european cinema,16,1307
greatbooks,39,418
european cinema,8,598
geometry,74,2975
ai,64,1339
ethics,82,2328
ceramics,12,3255
ethics,69,1081
orgo,91,2800
ethics,47,1711
ceramics,69,3146
orgo,70,1430
bio,4,2977
geometry,44,2156
ceramics,89,2460
softdev,27,1425
european cinema,94,1332
bio,41,787
ai,49,150
softdev,94,2044
ethics,86,955
softdev,50,818
ethics,19,956
greatbooks,100,2760
ethics,28,2490
orgo,64,298
ai,45,737
orgo,68,836
softdev,29,2433
european cinema,6,2614
ai,30,3128
systems,58,80
ceramics,70,1966
european cinema,59,3160
geometry,38,1759
ethics,64,2937
ethics,71,1159
european cinema,39,1642
systems,30,2919
greatbooks,86,1457
ceramics,5,2906
geometry,74,2626
ethics,10,2391
ceramics,26,1907
ai,68,1616
geometry,50,2963
european cinema,18,2267
greatbooks,23,1398
orgo,96,254
bio,48,759
greatbooks,59,1348
bio,35,2118
bio,50,1345
softdev,71,2206
softdev,17,1572
ai,77,3280
ethics,46,714
systems,66,1398
softdev,77,2161
ceramics,39,3258
geometry,33,1818
ethics,60,1004
ceramics,85,1237
bio,40,2862
softdev,45,2511
systems,38,1462
greatbooks,100,1955
softdev,23,822
softdev,96,1314
ceramics,11,2553
systems,73,1903
ceramics,58,1428
systems,78,2323
geometry,0,2669
geometry,27,2171
systems,35,561
greatbooks,56,2368
ethics,65,1696
softdev,54,23
orgo,51,837
greatbooks,50,14
geometry,3,2148
orgo,83,1603
geometry,18,1927
orgo,0,1257
ai,89,2521
greatbooks,89,2802
ethics,73,278
bio,33,1575
softdev,97,0
orgo,48,1126
ceramics,39,853
ceramics,35,2409
ai,2,2711
softdev,92,592
ai,35,1448
systems,86,632
orgo,37,1116
european cinema,59,1507
greatbooks,53,1711
ethics,63,1664
ethics,67,651
greatbooks,97,2890
ai,43,752
ethics,70,1782
greatbooks,14,624
bio,39,1400
european cinema,69,2168
geometry,53,2049
softdev,57,2845
greatbooks,97,1481
ceramics,91,1761
systems,27,1446
softdev,50,3136
bio,99,303
ai,96,1422
european cinema,13,817
bio,31,1322
orgo,53,2047
softdev,52,276
ceramics,21,984
geometry,17,398
softdev,91,906
european cinema,63,278
ceramics,59,1205
ai,92,794
orgo,17,806
orgo,9,1844
ceramics,71,2781
ceramics,66,874
systems,80,1625
greatbooks,12,1602
greatbooks,27,3027
greatbooks,75,2401
softdev,95,3253
greatbooks,48,863
greatbooks,25,1580
geometry,64,2955
greatbooks,93,604
ceramics,75,1751
ethics,52,2625
orgo,96,2809
orgo,82,2841
softdev,84,2229
european cinema,51,1246
geometry,22,1590
bio,59,2576
softdev,36,2724
bio,50,974
ai,91,2930
softdev,72,609
orgo,0,1178
orgo,23,2331
ai,0,658
european cinema,37,2273
ai,19,1460
systems,94,1062
greatbooks,100,2039
european cinema,41,2678
geometry,89,2416
softdev,99,2582
bio,63,2247
orgo,90,2383
softdev,6,960
orgo,66,1524
systems,30,799
softdev,82,442
ethics,78,2430
bio,50,757
softdev,93,1869
bio,63,2659
ai,93,303
ceramics,44,3044
ethics,37,792
european cinema,92,2474
ceramics,19,1967
systems,92,1421
systems,6,464
ceramics,46,1176
ceramics,27,2198
ethics,86,1864
geometry,0,1525
ethics,10,1772
geometry,36,890
greatbooks,17,2404
ai,12,2923
ethics,87,1392
ethics,91,707
softdev,87,363
european cinema,60,2763
greatbooks,29,469
greatbooks,88,295
ai,70,375
systems,96,1749
systems,13,1123
geometry,11,2469
ceramics,4,227
geometry,4,526
ethics,12,1915
ai,69,2811
orgo,46,1059
ceramics,29,2162
ai,88,893
softdev,38,2770
ceramics,21,879
ai,59,252
greatbooks,81,858
orgo,56,1319
ethics,43,676
geometry,22,1170
geometry,22,498
greatbooks,68,2537
systems,87,3113
ai,42,3012
greatbooks,36,899
softdev,92,1833
softdev,57,123
systems,6,1191
bio,86,2421
orgo,50,1491
ceramics,60,2900
ceramics,52,2395
ai,60,247
geometry,61,1161
ai,48,3070
ceramics,97,2794
systems,25,1253
softdev,15,687
bio,81,2002
greatbooks,49,2572
ceramics,67,2673
ethics,45,2917
ai,50,2765
bio,85,2412
greatbooks,57,1644
softdev,47,2890
ai,67,171
greatbooks,42,147
ai,78,1436
ai,92,50
ceramics,27,1316
ethics,49,196
european cinema,75,2941
ethics,49,3001
geometry,83,2826
systems,60,3177
ai,59,1063
european cinema,34,2327
systems,82,1825
softdev,65,2844
softdev,21,552
softdev,57,56
ceramics,74,1099
european cinema,5,1990
bio,50,885
orgo,38,2583
ethics,61,3188
ethics,95,2729
softdev,34,1511
greatbooks,84,2047
orgo,86,498
ai,71,2269
bio,54,92
softdev,66,1483
geometry,52,2272
softdev,58,2384
ai,57,3113
ethics,91,824
european cinema,53,3058
systems,35,887
orgo,29,1371
ceramics,38,3269
greatbooks,65,2251
geometry,76,1110
european cinema,42,2521
ethics,77,133
systems,7,927
geometry,86,1486
ethics,80,1041
geometry,9,1578
softdev,33,2170
softdev,67,1058
ethics,75,2077
ethics,79,3297
bio,68,2666
geometry,42,107
ai,88,1334
ai,72,3072
bio,71,2058
systems,94,2609
ai,20,68
systems,95,2669
ceramics,84,2715
greatbooks,92,2550
ai,36,907
ai,29,2886
softdev,12,3057
systems,64,2371
european cinema,53,2219
ceramics,36,552
geometry,49,1414
softdev,83,659
bio,27,1246
systems,93,2872
systems,71,2528
orgo,50,2993
ai,43,467
bio,98,697
systems,58,256
bio,69,2006
bio,18,79
orgo,9,3030
geometry,8,1713
softdev,10,1382
systems,81,1244
ethics,67,999
systems,10,877
european cinema,15,785
systems,20,1138
orgo,94,600
systems,70,61
orgo,97,2719
systems,16,2388
orgo,61,1591
ai,59,1417
orgo,99,2630
greatbooks,79,1751
geometry,76,1972
ethics,80,1450
softdev,21,2819
orgo,31,1395
european cinema,41,163
orgo,52,2549
softdev,86,433
ethics,9,1010
orgo,30,1173
bio,40,2105
greatbooks,33,2279
ceramics,39,2034
geometry,57,2960
orgo,52,297
greatbooks,79,66
softdev,34,1522
softdev,33,1989
european cinema,0,405
softdev,63,2421
bio,60,2721
european cinema,9,3018
systems,21,1944
ai,18,719
ai,69,1177
orgo,36,1611
european cinema,53,1268
european cinema,18,1440
geometry,87,2906
ai,5,2673
geometry,63,1988
ceramics,51,2203
orgo,69,1208
bio,37,2278
systems,42,2815
geometry,10,225
geometry,50,1892
ceramics,35,651
ethics,83,1208
european cinema,94,724
orgo,85,2687
greatbooks,47,1899
softdev,96,3060
ethics,6,2975
orgo,24,13
bio,94,27
orgo,56,683
systems,1,2037
greatbooks,24,2455
softdev,2,2880
geometry,43,266
greatbooks,42,2299
ai,22,886
european cinema,91,2216
systems,60,1524
orgo,58,6
european cinema,63,1063
softdev,76,2502
geometry,71,3097
systems,39,2074
bio,40,2267
geometry,5,3148
ai,58,385
softdev,83,284
systems,53,1395
european cinema,79,2007
european cinema,26,1408
greatbooks,20,2716
greatbooks,99,203
european cinema,49,1672
softdev,97,402
systems,97,2097
greatbooks,48,111
ai,98,2838
european cinema,17,1459
ceramics,42,1009
systems,12,3164
orgo,73,598
ai,25,3002
bio,17,48
european cinema,80,889
ai,70,2934
ethics,15,2752
ai,54,2163
greatbooks,35,2527
orgo,31,586
bio,93,76
european cinema,57,942
orgo,24,3242
ethics,70,1424
geometry,88,1420
bio,30,1465
european cinema,16,3201
orgo,92,2755
european cinema,52,2034
ceramics,1,2338
geometry,33,1374
european cinema,69,780
systems,5,735
european cinema,89,2820
european cinema,16,2204
greatbooks,18,320
ceramics,40,3057
bio,5,1814
ai,59,3119
systems,72,2911
ai,85,350
softdev,11,883
ceramics,84,1687
orgo,26,2597
european cinema,86,2725
ceramics,34,627
ethics,96,1743
european cinema,46,1498
systems,40,715
systems,77,1632
orgo,63,2972
systems,82,1800
ethics,93,2795
orgo,93,2906
ethics,86,261
geometry,54,1165
orgo,53,528
systems,45,1806
greatbooks,46,601
ceramics,78,415
ai,13,2408
ceramics,99,1722
ceramics,73,2527
ethics,68,164
orgo,57,2964
orgo,45,316
ai,36,2116
ethics,92,3181
systems,67,1967
orgo,91,2869
bio,30,2139
geometry,24,2778
ai,86,1803
softdev,23,2810
geometry,23,2042
ai,25,2896
ceramics,92,2886
geometry,26,2198
greatbooks,21,546
ai,35,1996
greatbooks,65,2431
bio,27,372
ceramics,49,241
softdev,44,1323
softdev,35,1342
ai,77,1668
greatbooks,41,983
ceramics,62,312
greatbooks,49,1047
ceramics,82,1500
systems,7,1396
greatbooks,0,3263
geometry,11,2170
greatbooks,7,1874
systems,4,1562
ceramics,39,461
ai,33,3001
greatbooks,50,41
orgo,90,2369
bio,93,2477
ai,64,3057
greatbooks,89,2357
greatbooks,22,673
ceramics,19,2251
bio,82,473
orgo,39,628
bio,99,1783
softdev,34,1043
greatbooks,14,2559
softdev,31,722
ceramics,23,464
ai,34,2784
bio,86,955
systems,21,1910
systems,26,387
softdev,71,684
softdev,89,362
greatbooks,98,1888
ceramics,32,2971
systems,3,876
geometry,59,1787
geometry,21,2129
orgo,79,3120
ethics,49,1630
ethics,50,1683
bio,47,2279
geometry,58,904
european cinema,41,997
ai,11,2447
systems,70,2063
european cinema,34,1333
ai,44,2274
softdev,29,199
ceramics,10,2140
orgo,16,1988
greatbooks,7,3202
ethics,98,1363
ceramics,7,583
european cinema,86,2831
greatbooks,3,586
ceramics,6,1893
european cinema,9,327
orgo,36,588
european cinema,38,1164
european cinema,99,2690
systems,21,1746
ai,80,2651
ai,41,2501
bio,98,656
bio,93,1084
european cinema,9,1619
ceramics,52,650
greatbooks,33,1597
systems,53,2369
ethics,66,3268
softdev,79,1813
european cinema,88,1722
european cinema,74,483
systems,95,3268
orgo,62,216
orgo,28,3059
ethics,27,424
ethics,73,1233
bio,51,2068
european cinema,54,1609
ceramics,68,3272
greatbooks,70,1766
ethics,86,537
greatbooks,21,23
softdev,61,1680
bio,14,286
ethics,91,1059
european cinema,51,2183
ceramics,40,239
greatbooks,50,2624
ceramics,23,411
geometry,74,1966
ai,84,3147
ai,48,311
orgo,43,1814
softdev,0,3259
bio,12,1552
european cinema,48,1419
ai,88,1162
orgo,29,104
ethics,34,1257
orgo,70,2553
geometry,10,60
ethics,60,681
ai,69,502
orgo,14,3071
geometry,39,2147
systems,18,2491
greatbooks,10,2973
ethics,72,979
ceramics,28,2117
ai,69,1398
bio,8,1198
systems,87,1737
ethics,75,119
bio,84,184
bio,40,2707
ai,7,1864
geometry,49,3100
greatbooks,47,789
bio,68,2603
ethics,0,2630
orgo,1,1527
bio,21,3098
ceramics,75,2092
softdev,65,1849
systems,56,1080
ai,31,1328
orgo,17,2427
ethics,85,2325
ethics,69,2394
systems,49,2825
geometry,59,1450
systems,88,1237
european cinema,34,1737
softdev,93,270
softdev,51,172
greatbooks,9,1461
geometry,93,2740
systems,44,591
european cinema,22,2378
systems,26,1713
orgo,92,1022
european cinema,86,455
geometry,32,84
greatbooks,4,362
geometry,60,95
geometry,39,1452
ai,17,1126
orgo,60,1761
greatbooks,3,1726
softdev,12,1001
systems,60,380
ai,23,3194
orgo,22,952
ceramics,30,2620
ethics,79,751
systems,85,2532
geometry,83,1878
softdev,14,113
bio,58,2629
systems,0,237
bio,70,1160
systems,38,1955
softdev,53,1598
geometry,32,3205
european cinema,32,3193
european cinema,82,307
orgo,52,1110
ceramics,33,2528
ethics,55,2113
greatbooks,81,2873
geometry,92,234
systems,69,73
systems,60,1623
bio,22,291
ai,41,254
european cinema,99,1709
ceramics,83,3092
softdev,94,1891
greatbooks,63,285
orgo,7,1244
orgo,66,3100
greatbooks,10,1475
softdev,85,121
ceramics,48,2416
ethics,73,2206
european cinema,18,288
geometry,99,595
ethics,55,2227
ai,3,2954
bio,88,1823
bio,29,2198
european cinema,97,2376
greatbooks,49,2437
greatbooks,24,3089
bio,4,2900
geometry,12,3241
greatbooks,42,1154
bio,71,2324
geometry,56,1664
european cinema,60,456
european cinema,87,2269
systems,31,875
softdev,13,2056
ceramics,37,211
geometry,95,880
orgo,29,1003
ethics,30,419
greatbooks,79,2583
greatbooks,91,2281
european cinema,76,2624
ethics,41,2133
softdev,73,593
systems,24,1571
orgo,77,1378
geometry,92,438
greatbooks,29,4
orgo,33,544
european cinema,13,1809
softdev,56,2909
softdev,57,634
softdev,90,2147
softdev,96,3093
bio,19,2096
orgo,78,1422
geometry,91,1443
softdev,69,2862
bio,65,277
systems,2,637
ethics,63,1823
systems,63,1834
european cinema,39,2883
systems,55,2111
softdev,66,2375
european cinema,20,3075
ethics,58,1461
orgo,34,1704
bio,8,2781
ethics,25,1532
systems,100,332
ai,67,2440
softdev,10,2668
ai,63,2879
ceramics,54,740
bio,5,572
bio,21,2495
bio,44,930
european cinema,87,251
geometry,7,1104
ai,94,2229
orgo,78,1509
geometry,86,1622
systems,88,1046
bio,59,3010
ai,8,979
ceramics,9,1126
bio,42,588
ceramics,62,2340
ethics,34,25
ethics,43,32
orgo,73,460
bio,77,2253
ai,36,1813
systems,31,3110
softdev,44,3188
softdev,62,2828
ethics,95,2390
systems,56,745
ai,10,2762
bio,63,2804
orgo,86,636
ai,4,54
systems,49,1130
geometry,63,1646
ai,95,468
bio,33,2833
bio,20,2519
european cinema,90,2483
ai,86,3248
systems,94,1666
geometry,95,1650
systems,63,3043
geometry,84,1532
softdev,96,1595
bio,38,2903
bio,28,2206
greatbooks,42,3132
ceramics,12,286
european cinema,25,3150
systems,26,754
systems,50,1708
european cinema,87,2684
bio,11,1481
geometry,92,2047
bio,15,1087
bio,96,1961
greatbooks,1,1321
european cinema,93,2258
orgo,39,942
bio,15,179
european cinema,31,1895
greatbooks,28,434
bio,67,119
european cinema,27,958
systems,20,2604
european cinema,32,750
geometry,75,1073
bio,33,2320
ethics,11,518
systems,39,1196
ai,22,1009
systems,40,992
ethics,11,513
softdev,26,901
systems,61,3044
geometry,87,1501
softdev,49,1411
ai,8,561
orgo,15,249
ethics,89,69
softdev,61,1535
bio,16,2507
greatbooks,55,1967
european cinema,6,2798
softdev,24,1123
ethics,45,2845
european cinema,75,1328
ai,59,1379
systems,58,305
softdev,8,2455
softdev,34,637
geometry,90,3077
bio,39,2734
ethics,26,1809
geometry,87,78
bio,40,2361
systems,0,648
geometry,22,2779
ethics,91,1337
geometry,58,451
geometry,53,1441
geometry,4,1680
greatbooks,71,468
softdev,68,2994
systems,37,470
ai,48,71
geometry,19,334
ai,95,1185
softdev,66,2235
ai,83,629
ceramics,5,3106
ai,15,825
ethics,12,1133
bio,55,275
softdev,4,3268
bio,55,1839
ai,10,1783
bio,19,18
greatbooks,4,2447
european cinema,44,774
systems,25,2886
softdev,31,1753
ai,80,2991
ceramics,0,1669
ai,33,2182
european cinema,4,553
systems,5,1864
geometry,44,2586
bio,11,637
greatbooks,32,2469
orgo,31,1842
geometry,23,730
ai,58,665
bio,40,2148
systems,15,2166
softdev,29,52
systems,55,1785
european cinema,27,3268
bio,37,1760
ai,34,975
orgo,32,2429
bio,24,1709
ethics,3,2239
geometry,8,2281
bio,31,2304
ceramics,72,2339
systems,61,350
softdev,40,2622
greatbooks,5,1887
bio,67,1809
ai,58,550
ai,0,1410
systems,38,888
ethics,63,1411
systems,22,3069
systems,72,2416
greatbooks,0,3071
ceramics,98,1601
ai,47,3270
orgo,13,865
greatbooks,51,1531
ceramics,58,103
geometry,91,2159
ethics,36,253
softdev,52,2918
greatbooks,29,2250
greatbooks,30,3285
ethics,97,1813
ai,98,2030
ceramics,41,1362
softdev,82,1743
systems,57,3256
softdev,3,91
softdev,30,525
ceramics,55,906
orgo,14,1313
ethics,26,2006
orgo,8,2931
systems,78,2671
orgo,4,936
ai,77,393
geometry,25,2387
geometry,28,2576
ceramics,86,1128
ethics,77,2040
ceramics,77,817
systems,16,3011
softdev,47,753
european cinema,73,3087
systems,42,2650
orgo,80,2843
orgo,67,1074
ai,66,2022
geometry,54,2528
ai,65,2907
european cinema,11,2133
ceramics,93,1452
softdev,29,2980
ai,93,1714
orgo,17,1590
geometry,41,2919
european cinema,82,1723
softdev,84,1862
softdev,62,1044
greatbooks,80,1894
european cinema,98,1688
orgo,40,1111
bio,36,3204
orgo,55,2491
orgo,52,537
orgo,91,1949
geometry,98,731
ceramics,36,3019
bio,21,662
systems,67,2283
bio,83,2357
orgo,50,2672
european cinema,46,825
softdev,15,3231
ethics,77,864
ethics,19,3049
european cinema,66,3262
systems,29,1296
softdev,34,2954
softdev,47,2528
softdev,98,2564
systems,25,3278
greatbooks,69,3075
ceramics,67,2665
european cinema,83,1981
bio,34,408
ethics,1,1930
ethics,8,1145
ai,33,1457
european cinema,42,212
ai,72,965
ai,44,1585
ceramics,47,333
systems,2,3144
european cinema,22,2527
ai,20,2337
ethics,55,931
european cinema,15,1401
ai,4,746
